run_name,duration,min_region_bytes,max_region_bytes,mean_region_bytes,std_region_bytes,overall_dedup,mean_domain_phys,std_domain_phys,min_domain_phys,max_domain_phys,mean_domain_logical,std_domain_logical,min_domain_logical,max_domain_logical,mean_pod_phys,std_pod_phys,min_pod_phys,max_pod_phys,mean_pod_logical,std_pod_logical,min_pod_logical,max_pod_logical,pod1 dedup,pod2 dedup,pod3 dedup,pod4 dedup,pod5 dedup,pod6 dedup,pod7 dedup,pod8 dedup,run_num,domains_per_pod,num_pods,region_algo,region_size,min_region,max_region,main_d,second_d,num_mask_bits,assign_algo,q_learning,epsilon,q_penalty,dataset
ex2-run141,4.82388517856598,49819,6291456,4755427.03610082,1506810.82735513,19.6,13012650.5277778,8266203.15877467,329539,65924043,254566312.369048,366798893.629357,2248795,2576023116,409898491.625,37762587.5764863,379164594,499953781,8018838839.625,2439648767.7624,4001947197,11800539645,24.4,19.5,16.4,16.9,19.7,23.6,24.7,10.1,141,32,8,TTTD,4,2,6,540,270,-,MIN_FINGERPRINT,-,-,-,1
ex2-run142,4.56544508536657,151655,12582876,7440351.50974252,2893073.57143642,19.5,14208074.7402597,9712339.53026671,1576856,58766259,277708704.402597,469774337.699848,4267801,2668972218,410258158.125,52833294.2640302,327250320,507603607,8018838839.625,2957646683.92564,2925185858,11737578937,20.8,14.4,17.4,22.5,26,19.8,29.3,6.9,142,32,8,TTTD,8,4,12,540,270,-,MIN_FINGERPRINT,-,-,-,1
ex2-run143,3.59540830850601,38472,5259263,5228035.42598187,256186.525950576,11.8,21110570.59375,11476555.9807527,3150789,133335067,250108397.898437,205212291.342649,5245874,2026356358,675538259,70844455.2710644,543877179,780313062,8003468732.75,1238058069.13597,6480375094,10578345150,12.3,11.1,12.7,10.4,11.9,14.3,12.3,9.9,143,32,8,AE,4,2,6,-,-,-,MIN_FINGERPRINT,-,-,-,1
ex2-run144,3.54129484891891,78126,7356393,7303218.26139991,446470.791196731,10.5,24039294.9486166,13354229.6360958,2070628,124455353,253216721.695652,209778295.791369,7342880,1872934014,760242702.75,72894380.5443492,654802954,868883107,8007978823.625,1285746557.88462,6782634725,10516012681,10.3,9.7,10.9,10,9.6,12.1,11.1,10.4,144,32,8,AE,8,4,12,-,-,-,MIN_FINGERPRINT,-,-,-,1
ex2-run145,4.81592214902242,49819,6291456,4755427.03610082,1506810.82735513,19.8,13099880.388664,7881304.14838094,536359,56678742,259719476.587045,336320276.598109,2120396,2328987224,404458807,54035524.2174727,345159854,514262852,8018838839.625,1433229670.7957,6757038943,11288499226,19.6,17.8,19.5,14.4,18.5,19,23.4,28.6,145,32,8,TTTD,4,2,6,540,270,-,MAX_FINGERPRINT,-,-,-,1
ex2-run146,4.61342958609263,151655,12582876,7440351.50974252,2893073.57143642,19.9,13945966.95671,10715774.3032466,1105458,77806363,277708704.402597,443485690.532123,4265211,2206675344,402689795.875,72521872.4123372,320094694,524833419,8018838839.625,1378843923.78169,6059713362,10764741932,26.6,16.3,14.7,14.8,17,25,22.9,27.2,146,32,8,TTTD,8,4,12,540,270,-,MAX_FINGERPRINT,-,-,-,1
ex2-run147,3.69545971949895,38472,5259263,5228035.42598187,256186.525950576,11.7,21369315.7773438,9301862.65977862,3222176,50020402,250108397.898437,165929360.074714,5247761,753204130,683818104.875,45788743.9711436,624161129,756024048,8003468732.75,891814677.533583,6993160745,9442221221,12.9,10.6,11.2,11.8,10.6,11.5,11.7,13.4,147,32,8,AE,4,2,6,-,-,-,MAX_FINGERPRINT,-,-,-,1
ex2-run148,3.57628099123637,78126,7356393,7303218.26139991,446470.791196731,10.4,24138792.5058824,11378664.3105573,4223786,93003551,251230708.192157,168286980.14915,7340876,874265899,769424011.125,47864661.2088827,709522006,832121683,8007978823.625,1041505283.61351,6579773769,9582908419,11.3,9.5,9.3,11,10.1,9.7,10.7,11.5,148,32,8,AE,8,4,12,-,-,-,MAX_FINGERPRINT,-,-,-,1
ex2-run149,4.77713089386622,49819,6291456,4755427.03610082,1506810.82735513,16,15824095.2677165,9601587.34746593,1611376,68463229,252561853.216535,370172519.132678,2518657,2528578861,502415024.75,43305519.1855179,439291958,554115593,8018838839.625,1727274184.92077,5157596933,10118410275,13,19.7,10.6,11.3,19.4,16.8,19.3,18.8,149,32,8,TTTD,4,2,6,540,270,-,FIRST_FINGERPRINT_7,True,0.01,False,1
ex2-run150,4.65623543659846,151655,12582876,7440351.50974252,2893073.57143642,17,15893442.8739496,12156314.8795696,383606,83791800,269540801.331933,459826090.426916,4334272,2475170772,472829925.5,39753738.6983536,408870508,526978927,8018838839.625,2202255036.74336,3948061333,10673599703,18.3,26.1,9.1,15.3,14.9,11.7,20.5,21.3,150,32,8,TTTD,8,4,12,540,270,-,FIRST_FINGERPRINT_7,True,0.01,False,1
ex2-run151,4.2682625412941,38472,5259263,5228035.42598187,256186.525950576,4.6,54178828.4570313,11891649.7272491,11478807,93146851,250108397.898437,77176747.2740869,20986223,551242021,1733722510.625,57352182.2927182,1628438001,1782942795,8003468732.75,366052768.542361,7583326707,8579438547,4.6,4.8,4.3,4.6,4.8,4.8,4.4,4.7,151,32,8,AE,4,2,6,-,-,-,FIRST_FINGERPRINT_7,True,0.01,False,1
ex2-run152,4.42627267837524,78126,7356393,7303218.26139991,446470.791196731,4.4,57263643.9648438,14615416.5881727,15950752,98844368,250249338.238281,94022558.9108964,76737689,644282808,1832436606.875,80650564.2834376,1711336272,1957291017,8007978823.625,340365908.834177,7671926668,8604282009,4.2,4.2,4.3,4.2,4.6,4.4,4.4,4.8,152,32,8,AE,8,4,12,-,-,-,FIRST_FINGERPRINT_7,True,0.01,False,1
ex3-run153,3.39569672743479,312987,6291433,5360186.39012366,1318050.01634956,18.4,27164569.640625,13598310.2437863,7235048,111146126,501177427.476563,521276342.230812,15064617,2510720133,434633114.25,25554977.1091629,400371468,482630967,8018838839.625,2229442273.96916,5776822858,11643777700,13,17.9,13.4,17,15,23.7,28.1,19.6,153,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,False,1
ex3-run154,3.29531520207723,1764555,12582884,9456177.87691628,2926122.83562131,19,26983482.552,18103102.5511825,684849,128119676,513205685.736,713612892.577369,4427805,3775580820,421616914.875,72719906.5927336,340143351,558972394,8018838839.625,3812904199.04105,4779460444,14594132617,12,14,16.6,13.3,14.1,29.6,35.3,17.1,154,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,False,1
ex3-run155,3.44496271212896,312987,6291433,5360186.39012366,1318050.01634956,18.3,13859246.1067194,8988761.07443647,240274,95286303,253560121.411067,381083709.513705,3492250,2255839444,438298658.125,51120765.1913962,352690363,524823879,8018838839.625,2171199013.88444,5758051528,12592020969,12.2,12.8,18,17.3,17.3,19.3,22.4,29,155,32,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,False,1
ex3-run156,3.21072669029236,1764555,12582884,9456177.87691628,2926122.83562131,18.7,15414024.4663677,13221652.537554,349347,119561861,287671348.506726,563790941.426346,4278529,3677650545,429665932,73958153.7196032,312312144,539756474,8018838839.625,3825673723.69239,4862922742,16648934170,12.4,11.4,23.4,13.8,13.2,19.6,19.9,37.2,156,32,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,False,1
ex3-run157,3.47493830919266,312987,6291433,5360186.39012366,1318050.01634956,18,5707148.27447833,4665904.41207788,240274,73267304,102970643.205457,222504066.826972,2171185,2145627703,444444171.875,61377053.0792892,363292933,573185725,8018838839.625,1275699891.0893,6602386063,9561677798,15.4,26.2,11.8,22.9,13.7,19,18.2,21.1,157,128,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,False,1
ex3-run158,3.30889035065969,1764555,12582884,9456177.87691628,2926122.83562131,18.3,8564669.89242054,8103032.79946995,349347,107293179,156847703.464548,384383688.75609,1764555,3601367703,437868748.25,101874859.721657,306849195,581947092,8018838839.625,3100986322.06503,4535898790,14567904239,13.2,24.4,12.8,17.8,16.5,13.8,15.7,36.7,158,128,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,False,1
ex3-run159,12.7985858122508,195912,6291456,5627720.77299758,1231279.90426676,18,111920619.929688,22182336.8876103,54513665,187197381,2018373261.92187,2086388178.85284,655156648,16940621190,1790729918.875,81001687.1094103,1592941837,1836960842,32293972190.75,5448910737.76006,26326476843,39690988801,23.9,15,14.7,21.9,19.5,15.5,19.6,14.9,159,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,False,2
ex3-run160,11.9085867563883,195912,12582912,10287161.6439436,2921848.13459077,18.5,109043789.984375,30038304.63081,49971820,199219360,2018373261.92187,2232138555.16126,663718575,16925055388,1744700639.75,170765305.090169,1511899195,1968987185,32293972190.75,5964899720.09721,25164817239,39664584841,25.6,14.8,15.2,21.8,16,16.4,19.2,20,160,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,False,2
ex3-run161,12.5299316247304,195912,6291456,5627720.77299758,1231279.90426676,18.1,55717300.8476563,16009614.6627478,12813539,131050490,1009186630.96094,1586827194.58065,206597286,15924190131,1782953627.125,66744405.2375984,1717388033,1904227182,32293972190.75,6839187472.91918,25037496470,40734944034,23.3,20.5,15.2,18.4,14.6,15.4,14.9,22.2,161,32,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,False,2
ex3-run162,11.9233667016029,195912,12582912,10287161.6439436,2921848.13459077,18.5,54566316.3945313,21965088.0841445,7811811,140716874,1009186630.96094,1595218975.08411,12154959,15789096972,1746122124.625,189299949.134657,1401696695,2061606347,32293972190.75,8232663164.04503,22621184063,42961903162,23.9,20.3,15.9,16.4,15.2,16.2,16.1,22.8,162,32,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,False,2
ex3-run163,12.5706315437953,195912,6291456,5627720.77299758,1231279.90426676,18,14136622.7919132,8451624.69795274,16384,88699716,254784790.459566,735541378.353964,2168726,14924089040,1791816938.875,133314565.499749,1639554640,1993159971,32293972190.75,9554676896.48592,23749689681,50312945276,14.1,15.4,19.4,15.2,27.4,22,15.3,14.5,163,128,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,False,2
ex3-run164,11.7839082280795,195912,12582912,10287161.6439436,2921848.13459077,18.1,15249587.5850267,11234396.8773116,16384,100164087,276312061.525134,727951437.096163,4203602,13605132127,1782295549,93399039.0841379,1626517354,1880737105,32293972190.75,8473861054.15521,24699675637,47863270607,14.3,26.3,14.1,15.2,16.7,15.7,21.7,20.6,164,128,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,False,2
ex3-run165,50.4301656802495,183632,6291456,5612047.94996823,1231431.20831886,9.3,716470331.65625,210790469.062174,207564408,1272970210,6693375595.20312,5532648269.06699,1026594809,48328113188,11463525306.5,928331529.509591,10403169581,13369737544,107094009523.25,13968993653.0435,96416910780,138045119951,9.3,9.8,9.4,9,10.3,8.7,9.5,8.7,165,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,False,3
ex3-run166,44.7776677687963,82739,12582912,10221820.1320273,2936630.26628414,10.5,638239504.492188,97892973.5245637,447348600,1198358892,6693375595.20312,6230955386.30816,1953382199,59070885069,10211832071.875,265643443.919827,9796271183,10479317631,107094009523.25,18456730451.3939,89246356972,144019945068,11.2,9.1,9.6,13.8,10.1,11.5,9.2,9.2,166,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,False,3
ex3-run167,47.6365258733432,183632,6291456,5612047.94996823,1231431.20831886,10.3,325171928.316406,59247656.9547546,203724307,619093048,3346687797.60156,3971715524.6412,1102099994,42088461661,10405501706.125,220717927.27995,10050971084,10637834521,107094009523.25,12959613934.9649,88412111748,127781158922,9.9,11.3,12,10.8,9.9,10.6,8.7,9.1,167,32,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,False,3
ex3-run168,43.6229023973147,82739,12582912,10221820.1320273,2936630.26628414,10.6,316222583.757812,53755562.6633622,178172534,614244050,3346687797.60156,3897095644.421,1647484470,35970909835,10119122680.25,311021890.221172,9809638487,10556307857,107094009523.25,10787220807.2286,89357010305,118436525492,11.1,9.8,8.6,9.5,12,11.7,10.8,11.3,168,32,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,False,3
ex3-run169,44.5642726421356,183632,6291456,5612047.94996823,1231431.20831886,10.5,79922400.0430108,21159585.0706532,5401368,201305177,837489810.543499,1803065196.54642,8962491,29543746348,10220076905.5,184883128.167169,9881795119,10402967985,107094009523.25,4186457165.27991,99296883032,111305826249,10.7,9.9,10.8,10.6,10.3,9.7,10.6,11.3,169,128,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,False,3
ex3-run170,42.6064297199249,82739,12582912,10221820.1320273,2936630.26628414,10.6,78753072.8105469,25784204.0275338,5923187,200857581,836671949.400391,2040713433.89118,21396395,46817214058,10080393319.75,191291465.837293,9794503212,10275580387,107094009523.25,13250627051.4439,89206521633,130172448471,10.5,9.1,12.8,11,11.4,10.4,11.1,8.8,170,128,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,False,3
ex3-run171,3.84215119679769,312987,6291433,5360186.39012366,1318050.01634956,7.7,65045386.0390625,13272484.7592917,27216050,92575806,501177427.476563,173871841.225984,195265966,850903745,1040726176.625,33143216.7628134,1008059977,1096339074,8018838839.625,211078769.010566,7721363579,8436921695,7.3,8,7.5,8.3,7.6,7.8,7.5,7.6,171,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,1,False,1
ex3-run172,3.65327350298564,1764555,12582884,9456177.87691628,2926122.83562131,7.9,63154495.6796875,18572095.8985576,16259261,103744812,501177427.476563,214074884.378842,129624071,1076664325,1010471930.875,34919269.9964151,946186887,1046938871,8018838839.625,313073598.831255,7562486627,8406819688,8.1,7.9,8.1,8,7.8,7.4,8.2,8.1,172,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,1,False,1
ex3-run173,3.86621334155401,312987,6291433,5360186.39012366,1318050.01634956,7.5,33455949.015625,10181472.9074255,8594350,72587645,250588713.738281,111583780.852161,46003508,565282012,1070590368.5,39984725.0588269,1028311781,1147995775,8018838839.625,246873042.908512,7789621539,8513386166,7,7.7,7.4,7.6,7.3,7.6,7.8,7.4,173,32,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,1,False,1
ex3-run174,3.64570480982463,1764555,12582884,9456177.87691628,2926122.83562131,7.7,32759374.2134387,13196716.1768484,3410185,74272489,253560121.411067,133564684.806884,22460077,673052803,1036015209.5,53991486.7443701,976649633,1106770376,8018838839.625,211148700.275082,7646430404,8251340619,7.3,8,8.3,7.5,8.1,7.5,8,7.4,174,32,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,1,False,1
ex3-run175,3.88078527053197,312987,6291433,5360186.39012366,1318050.01634956,7.4,9249727.82422294,6065166.45233799,240274,50051171,68757460.5755627,68570156.3143449,947166,406387208,1078749507.5,48684224.0170376,988686320,1147817203,8018838839.625,238316528.138028,7783210650,8564733821,7.2,7.6,7.1,7.2,7.7,8,7.5,7.4,175,128,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,1,False,1
ex3-run176,3.68393788337708,1764555,12582884,9456177.87691628,2926122.83562131,7.5,11609634.9877217,7556122.24528794,549168,66851144,87518022.8062756,97721141.5903945,3529110,526225317,1063732805.75,65451015.6579693,947470562,1151103654,8018838839.625,158339223.217046,7838822639,8338303679,8.3,7.4,7.4,7.1,7.9,7.4,8,7,176,128,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,1,False,1
ex3-run177,15.805629392465,195912,6291456,5627720.77299758,1231279.90426676,4.6,434197297.492188,31849960.6049013,367617860,521060779,2018373261.92187,809770227.078921,1332285735,4310247154,6947156759.875,42552598.6221807,6897475918,7020076134,32293972190.75,552554491.438009,31397546026,33227137356,4.6,4.6,4.7,4.7,4.5,4.6,4.7,4.7,177,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,1,False,2
ex3-run178,15.3561972777049,195912,12582912,10287161.6439436,2921848.13459077,4.8,424113727.304688,51989161.1370763,300778661,546536063,2018373261.92187,803334002.366283,1131629391,4212063897,6785819636.875,104314805.988795,6652782403,6982936827,32293972190.75,917910343.674673,30977768615,33388537985,4.8,4.8,4.8,4.9,4.8,4.7,4.7,4.6,178,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,1,False,2
ex3-run179,16.0053509314855,195912,6291456,5627720.77299758,1231279.90426676,4.6,218665926.898437,26924999.8517199,158161372,281814260,1009186630.96094,524786404.425632,542819615,2892142681,6997309660.75,105798131.694878,6843801423,7145371701,32293972190.75,459391146.189715,31596058124,33130747567,4.6,4.6,4.6,4.6,4.7,4.6,4.7,4.6,179,32,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,1,False,2
ex3-run180,15.6062441627185,195912,12582912,10287161.6439436,2921848.13459077,4.7,213864864.902344,40019216.4746556,119430137,318958048,1009186630.96094,544422214.510119,464857582,3035423893,6843675676.875,109383954.038266,6687488381,7031366464,32293972190.75,481697292.200551,31367053709,32713043861,4.7,4.7,4.7,4.8,4.7,4.7,4.7,4.9,180,32,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,1,False,2
ex3-run181,16.0535889705022,195912,6291456,5627720.77299758,1231279.90426676,4.6,55064670.7011719,15252831.1270839,12034011,105050944,252296657.740234,284264951.528838,55970008,2350917804,7048277849.75,100142157.010665,6865470135,7195331775,32293972190.75,419726718.742206,31802555476,32824531528,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,181,128,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,1,False,2
ex3-run182,15.3628600637118,195912,12582912,10287161.6439436,2921848.13459077,4.7,54055415.4052734,19698822.8408534,2863273,125675040,252296657.740234,285389572.949465,42015208,2261987675,6919093171.875,102537868.677507,6730235952,7017320088,32293972190.75,406519934.27668,31610394032,32673830657,4.7,4.7,4.9,4.6,4.7,4.6,4.6,4.6,182,128,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,1,False,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,True,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,True,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,32,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,True,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,32,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,True,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,128,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,True,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,128,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,True,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,True,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,True,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,32,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,True,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,32,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,True,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,128,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,True,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,128,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,True,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,True,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,True,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,32,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,True,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,32,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,True,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,128,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,True,0.01,True,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,128,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,True,0.01,True,3
ex0-run1,3.62770488659541,57977,4194304,4171318.7279407,223178.73041632,32.4,1977427421,nan,1977427421,1977427421,64150710717,nan,64150710717,64150710717,1977427421,nan,1977427421,1977427421,64150710717,nan,64150710717,64150710717,32.4,0,0,0,0,0,0,0,1,1,1,FIXED-SIZE,4,-,-,-,-,-,FIRST_FINGERPRINT_7,-,-,-,1
